Player,Squad,Comp,Pos,primary_pos,Age,nineties,market_value_in_eur,market_value_eur_M,valuation_date,pos_group,perf_score,value_score
Jonathan Gradit,Lens,Ligue 1,DF,DF,30,15.7,5000000.0,5.0,2023-06-27,DF,7.08,1.416
Andrew Gravillon,Reims,Ligue 1,DF,DF,25,11.5,,,,DF,9.05,
Nemanja Gudelj,Sevilla,La Liga,DFMF,DF,31,17.8,4000000.0,4.0,2023-06-13,DF,8.879999999999999,2.2199999999999998
Marc Guéhi,Crystal Palace,Premier League,DF,DF,22,21.0,35000000.0,35.0,2023-06-20,DF,9.14,0.2611428571428572
Raphaël Guerreiro,Dortmund,Bundesliga,DF,DF,29,15.4,20000000.0,20.0,2023-06-22,DF,4.540000000000001,0.22700000000000004
Robert Gumny,Augsburg,Bundesliga,DF,DF,24,14.3,3500000.0,3.5,2023-06-22,DF,9.17,2.62
Christian Günter,Freiburg,Bundesliga,DFMF,DF,29,19.6,7500000.0,7.5,2023-06-22,DF,3.77,0.5026666666666667
Koray Günter,Hellas Verona,Serie A,DF,DF,28,11.1,3500000.0,3.5,2023-06-15,DF,11.88,3.3942857142857146
Malo Gusto,Lyon,Ligue 1,DF,DF,19,16.0,25000000.0,25.0,2023-06-27,DF,6.75,0.27
Miguel Gutiérrez,Girona,La Liga,DF,DF,21,17.0,10000000.0,10.0,2023-06-13,DF,4.58,0.458
Joko Gvardiol,RB Leipzig,Bundesliga,DF,DF,21,13.5,,,,DF,8.37,
Alexander Hack,Mainz 05,Bundesliga,DF,DF,29,12.1,2500000.0,2.5,2023-06-22,DF,11.91,4.764
Massadio Haïdara,Lens,Ligue 1,DFMF,DF,30,11.8,3000000.0,3.0,2023-06-27,DF,10.16,3.3866666666666667
Achraf Hakimi,Paris S-G,Ligue 1,DFMF,DF,24,16.8,65000000.0,65.0,2023-06-27,DF,5.25,0.08076923076923077
Marcel Halstenberg,RB Leipzig,Bundesliga,DF,DF,31,10.9,3500000.0,3.5,2023-06-22,DF,7.99,2.282857142857143
Hans Hateboer,Atalanta,Serie A,DF,DF,29,15.5,6000000.0,6.0,2023-06-15,DF,6.7,1.1166666666666667
Jonas Hector,Köln,Bundesliga,DF,DF,32,16.4,3500000.0,3.5,2023-06-22,DF,9.64,2.7542857142857144
Benjamin Henrichs,RB Leipzig,Bundesliga,DFMF,DF,25,14.7,15000000.0,15.0,2023-06-22,DF,9.920000000000002,0.6613333333333334
Rico Henry,Brentford,Premier League,DF,DF,25,20.9,28000000.0,28.0,2023-06-20,DF,6.85,0.24464285714285713
Luis Hernández,Cádiz,La Liga,DF,DF,33,19.0,1000000.0,1.0,2023-06-13,DF,7.84,7.84
Theo Hernández,Milan,Serie A,DF,DF,25,18.3,60000000.0,60.0,2023-06-15,DF,5.790000000000001,0.09650000000000002
Isak Hien,Hellas Verona,Serie A,DF,DF,24,15.8,6000000.0,6.0,2023-06-15,DF,10.75,1.7916666666666667
Piero Hincapié,Leverkusen,Bundesliga,DF,DF,21,16.2,35000000.0,35.0,2023-06-22,DF,9.32,0.2662857142857143
Emil Holm,Spezia,Serie A,DF,DF,22,15.5,5000000.0,5.0,2023-06-15,DF,10.45,2.09
Cédric Hountondji,Angers,Ligue 1,DF,DF,29,21.9,2000000.0,2.0,2023-06-27,DF,8.23,4.115
Timo Hübers,Köln,Bundesliga,DF,DF,26,14.4,8500000.0,8.5,2023-06-22,DF,13.33,1.5682352941176472
Mats Hummels,Dortmund,Bundesliga,DF,DF,34,12.8,6000000.0,6.0,2023-06-22,DF,12.26,2.0433333333333334
Iago,Augsburg,Bundesliga,DFMF,DF,25,12.1,5500000.0,5.5,2023-06-22,DF,6.78,1.2327272727272727
Roger Ibanez,Roma,Serie A,DF,DF,24,21.0,,,,DF,10.24,
Iglesias,Getafe,La Liga,DF,DF,24,15.0,,,,DF,9.069999999999999,
Igor,Fiorentina,Serie A,DF,DF,25,12.6,,,,DF,8.81,
Ismaily,Lille,Ligue 1,DF,DF,33,16.1,2500000.0,2.5,2023-06-27,DF,8.32,3.3280000000000003
Ardian Ismajli,Empoli,Serie A,DF,DF,26,14.4,3500000.0,3.5,2023-06-15,DF,13.06,3.7314285714285718
Hiroki Ito,Stuttgart,Bundesliga,DF,DF,23,17.0,10000000.0,10.0,2023-06-22,DF,8.77,0.877
Armando Izzo,Monza,Serie A,DF,DF,30,12.3,3000000.0,3.0,2023-06-15,DF,11.150000000000002,3.7166666666666672
Kristijan Jaki?,Eint Frankfurt,Bundesliga,DFMF,DF,25,12.3,,,,DF,9.59,
Julian Jeanvier,Auxerre,Ligue 1,DF,DF,30,13.8,800000.0,0.8,2023-06-27,DF,9.63,12.0375
Jubal,Auxerre,Ligue 1,DF,DF,29,19.7,2000000.0,2.0,2023-06-27,DF,11.12,5.56
Christopher Jullien,Montpellier,Ligue 1,DF,DF,29,15.9,3500000.0,3.5,2023-06-27,DF,11.2,3.1999999999999997
Anthony Jung,Werder Bremen,Bundesliga,DFFW,DF,31,17.2,1500000.0,1.5,2023-06-22,DF,6.39,4.26
James Justin,Leicester City,Premier League,DF,DF,24,13.9,20000000.0,20.0,2023-06-20,DF,9.280000000000001,0.4640000000000001
Ozan Kabak,Hoffenheim,Bundesliga,DF,DF,22,17.3,10000000.0,10.0,2023-06-22,DF,11.629999999999999,1.1629999999999998
Gedeon Kalulu,Lorient,Ligue 1,DF,DF,25,19.0,,,,DF,8.58,
Pierre Kalulu,Milan,Serie A,DF,DF,22,18.6,30000000.0,30.0,2023-06-15,DF,8.07,0.269
Thilo Kehrer,West Ham,Premier League,DF,DF,26,16.5,18000000.0,18.0,2023-06-20,DF,7.4,0.41111111111111115
Lloyd Kelly,Bournemouth,Premier League,DF,DF,24,10.0,18000000.0,18.0,2023-06-20,DF,10.4,0.5777777777777778
Marc-Oliver Kempf,Hertha BSC,Bundesliga,DF,DF,28,18.4,,,,DF,13.57,
Jonjoe Kenny,Hertha BSC,Bundesliga,DF,DF,25,17.5,3000000.0,3.0,2023-06-22,DF,9.03,3.01
Luca Kilian,Köln,Bundesliga,DF,DF,23,12.2,3500000.0,3.5,2023-06-22,DF,9.660000000000002,2.7600000000000007
Max Kilman,Wolves,Premier League,DF,DF,25,22.0,,,,DF,10.64,
Jakub Kiwior,Spezia,Serie A,DF,DF,22,16.0,25000000.0,25.0,2023-06-20,DF,10.329999999999998,0.41319999999999996
Robin Knoche,Union Berlin,Bundesliga,DF,DF,30,19.0,5000000.0,5.0,2023-06-22,DF,9.74,1.948
Robin Koch,Leeds United,Premier League,DF,DF,26,19.5,18000000.0,18.0,2023-06-20,DF,10.87,0.6038888888888888
Sead Kolainac,Marseille,Ligue 1,DF,DF,29,11.9,,,,DF,7.409999999999999,
Ezri Konsa,Aston Villa,Premier League,DF,DF,25,19.9,25000000.0,25.0,2023-06-20,DF,8.24,0.3296
Filip Kosti?,Juventus,Serie A,DFFW,DF,30,16.5,,,,DF,4.300000000000001,
Kalidou Koulibaly,Chelsea,Premier League,DF,DF,31,12.4,15000000.0,15.0,2023-06-20,DF,9.68,0.6453333333333333
Jules Koundé,Barcelona,La Liga,DF,DF,24,11.5,60000000.0,60.0,2023-06-13,DF,5.8999999999999995,0.09833333333333333
Maxence Lacroix,Wolfsburg,Bundesliga,DF,DF,22,11.1,17000000.0,17.0,2023-06-22,DF,11.89,0.6994117647058824
Julien Laporte,Lorient,Ligue 1,DF,DF,29,17.1,2500000.0,2.5,2023-06-27,DF,12.0,4.8
Yasser Larouci,Troyes,Ligue 1,DFFW,DF,22,12.8,3500000.0,3.5,2023-06-27,DF,6.1000000000000005,1.742857142857143
Valentino Lazaro,Torino,Serie A,DF,DF,26,11.8,5000000.0,5.0,2023-06-15,DF,4.33,0.866
Darko Lazovi?,Hellas Verona,Serie A,DFMF,DF,32,14.7,,,,DF,3.5999999999999996,
Manuel Lazzari,Lazio,Serie A,DF,DF,29,13.5,7500000.0,7.5,2023-06-15,DF,5.859999999999999,0.7813333333333332
Vincent Le Goff,Lorient,Ligue 1,DF,DF,33,22.0,1000000.0,1.0,2023-06-27,DF,7.960000000000001,7.960000000000001
Maxime Le Marchand,Strasbourg,Ligue 1,DF,DF,33,14.4,1000000.0,1.0,2023-06-27,DF,11.25,11.25
Robin Le Normand,Real Sociedad,La Liga,DF,DF,26,15.1,35000000.0,35.0,2023-06-13,DF,9.4,0.26857142857142857
Diogo Leite,Union Berlin,Bundesliga,DF,DF,24,16.2,15000000.0,15.0,2023-06-22,DF,9.81,0.654
Florian Lejeune,Rayo Vallecano,La Liga,DF,DF,31,16.5,4000000.0,4.0,2023-06-13,DF,9.09,2.2725
Iñigo Lekue,Athletic Club,La Liga,DF,DF,29,12.8,3000000.0,3.0,2023-06-13,DF,6.879999999999999,2.293333333333333
Clément Lenglet,Tottenham,Premier League,DF,DF,27,10.4,10000000.0,10.0,2023-06-20,DF,8.84,0.884
Dimitri Liénard,Strasbourg,Ligue 1,DFMF,DF,34,10.7,500000.0,0.5,2023-06-27,DF,7.67,15.34
Philipp Lienhart,Freiburg,Bundesliga,DF,DF,26,19.3,20000000.0,20.0,2023-06-22,DF,9.02,0.45099999999999996
Matthijs de Ligt,Bayern Munich,Bundesliga,DF,DF,23,13.5,75000000.0,75.0,2023-06-22,DF,10.37,0.13826666666666665
Luka Lochoshvili,Cremonese,Serie A,DF,DF,24,12.6,1800000.0,1.8,2023-06-15,DF,10.4,5.777777777777778
Banzouzi Locko,Reims,Ligue 1,DF,DF,20,11.8,,,,DF,8.64,
Renan Lodi,Nott'ham Forest,Premier League,DF,DF,24,12.2,20000000.0,20.0,2023-06-20,DF,8.53,0.4265
David López,Girona,La Liga,DF,DF,33,10.4,2000000.0,2.0,2023-06-13,DF,8.94,4.47
David López,Girona,La Liga,DF,DF,33,10.4,50000.0,0.05,2023-06-30,DF,8.94,178.79999999999998
David López,Girona,La Liga,DF,DF,33,10.4,,,,DF,8.94,
Jordan Lotomba,Nice,Ligue 1,DFMF,DF,24,18.2,8000000.0,8.0,2023-06-27,DF,7.86,0.9825
Jhon Lucumí,Bologna,Serie A,DF,DF,24,17.2,12000000.0,12.0,2023-06-15,DF,9.88,0.8233333333333334
José Luis Gayà,Valencia,La Liga,DF,DF,27,16.5,,,,DF,7.04,
Castello Lukeba,Lyon,Ligue 1,DF,DF,20,18.2,25000000.0,25.0,2023-06-27,DF,7.08,0.2832
Sebastiano Luperto,Empoli,Serie A,DF,DF,26,19.0,3000000.0,3.0,2023-06-15,DF,9.63,3.2100000000000004
Deiver Machado,Lens,Ligue 1,DFMF,DF,29,15.3,4000000.0,4.0,2023-06-27,DF,5.82,1.455
Pablo Maffeo,Mallorca,La Liga,DF,DF,25,17.3,8000000.0,8.0,2023-06-13,DF,7.280000000000001,0.9100000000000001
Hugo Mallo,Celta Vigo,La Liga,DF,DF,31,13.4,3000000.0,3.0,2023-06-13,DF,8.419999999999998,2.806666666666666
Gianluca Mancini,Roma,Serie A,DF,DF,26,20.2,18000000.0,18.0,2023-06-15,DF,8.22,0.4566666666666667
Reinildo Mandava,Atlético Madrid,La Liga,DF,DF,29,18.4,25000000.0,25.0,2023-06-13,DF,9.930000000000001,0.39720000000000005
Faitout Maouassa,Montpellier,Ligue 1,DFFW,DF,24,13.2,6000000.0,6.0,2023-06-27,DF,7.04,1.1733333333333333
Gian Marco Ferrari,Sassuolo,Serie A,DF,DF,30,17.0,2000000.0,2.0,2023-06-15,DF,8.06,4.03
Óscar de Marcos,Athletic Club,La Liga,DF,DF,33,18.0,1800000.0,1.8,2023-06-13,DF,6.5600000000000005,3.644444444444445
Pablo Marí,Monza,Serie A,DF,DF,29,12.6,5000000.0,5.0,2023-06-15,DF,8.18,1.636
José María Giménez,Atlético Madrid,La Liga,DF,DF,28,11.2,35000000.0,35.0,2023-06-13,DF,11.16,0.31885714285714284
Guillermo Maripán,Monaco,Ligue 1,DF,DF,28,16.5,10000000.0,10.0,2023-06-27,DF,10.25,1.025
Marlon,Monza,Serie A,DF,DF,27,11.8,6000000.0,6.0,2023-06-15,DF,8.629999999999999,1.4383333333333332
Marlon,Monza,Serie A,DF,DF,27,11.8,2000000.0,2.0,2023-04-07,DF,8.629999999999999,4.3149999999999995
Marlon,Monza,Serie A,DF,DF,27,11.8,350000.0,0.35,2023-06-16,DF,8.629999999999999,24.657142857142855
Marlon,Monza,Serie A,DF,DF,27,11.8,,,,DF,8.629999999999999,
Marquinhos,Paris S-G,Ligue 1,DF,DF,28,20.3,65000000.0,65.0,2023-06-27,DF,6.6,0.10153846153846154
Marquinhos,Paris S-G,Ligue 1,DF,DF,28,20.3,2500000.0,2.5,2023-06-07,DF,6.6,2.6399999999999997
Marquinhos,Paris S-G,Ligue 1,DF,DF,28,20.3,12000000.0,12.0,2023-06-01,DF,6.6,0.5499999999999999
Marquinhos,Paris S-G,Ligue 1,DF,DF,28,20.3,,,,DF,6.6,
Aarón Martín,Mainz 05,Bundesliga,DF,DF,25,15.8,7000000.0,7.0,2023-06-22,DF,5.069999999999999,0.7242857142857142
Arnau Martinez,Girona,La Liga,DF,DF,19,15.0,,,,DF,7.000000000000001,
Lisandro Martínez,Manchester Utd,Premier League,DF,DF,25,17.4,50000000.0,50.0,2023-06-20,DF,11.6,0.23199999999999998
Lucas Martínez Quarta,Fiorentina,Serie A,DF,DF,26,13.1,10000000.0,10.0,2023-06-15,DF,14.66,1.466
Adam Marui?,Lazio,Serie A,DF,DF,30,21.3,,,,DF,6.24,
Erhan Maovi?,Bochum,Bundesliga,DFMF,DF,24,11.5,,,,DF,8.700000000000001,
Konstantinos Mavropanos,Stuttgart,Bundesliga,DF,DF,25,15.8,15000000.0,15.0,2023-06-22,DF,13.16,0.8773333333333333
Pasquale Mazzocchi,Salernitana,Serie A,DF,DF,27,13.3,4800000.0,4.8,2023-06-15,DF,4.44,0.9250000000000002
Chancel Mbemba,Marseille,Ligue 1,DF,DF,28,21.4,20000000.0,20.0,2023-06-27,DF,8.27,0.4135
Scott McKenna,Nott'ham Forest,Premier League,DF,DF,26,16.2,10000000.0,10.0,2023-06-20,DF,9.56,0.9560000000000001
Facundo Medina,Lens,Ligue 1,DF,DF,23,18.9,22000000.0,22.0,2023-06-27,DF,5.920000000000001,0.2690909090909091
Ben Mee,Brentford,Premier League,DF,DF,33,20.4,2000000.0,2.0,2023-06-20,DF,11.42,5.71
Nuno Mendes,Paris S-G,Ligue 1,DFMF,DF,20,10.0,65000000.0,65.0,2023-06-27,DF,5.8,0.08923076923076922
Thiago Mendes,Lyon,Ligue 1,DFMF,DF,30,16.5,5000000.0,5.0,2023-06-27,DF,9.57,1.9140000000000001
Ferland Mendy,Real Madrid,La Liga,DF,DF,27,12.5,25000000.0,25.0,2023-06-13,DF,4.4,0.17600000000000002
Gideon Mensah,Auxerre,Ligue 1,DF,DF,24,12.9,2500000.0,2.5,2023-06-27,DF,9.07,3.628
Chris Mepham,Bournemouth,Premier League,DF,DF,25,17.3,8000000.0,8.0,2023-06-20,DF,11.9,1.4875
Quentin Merlin,Nantes,Ligue 1,DF,DF,20,14.1,7000000.0,7.0,2023-06-27,DF,6.390000000000001,0.9128571428571429
Nikola Milenkovi?,Fiorentina,Serie A,DF,DF,25,14.3,,,,DF,9.17,
Éder Militão,Real Madrid,La Liga,DF,DF,25,13.5,70000000.0,70.0,2023-06-13,DF,11.18,0.1597142857142857
Kim Min-jae,Napoli,Serie A,DF,DF,26,19.5,,,,DF,10.81,
Tyrone Mings,Aston Villa,Premier League,DF,DF,29,19.0,22000000.0,22.0,2023-06-20,DF,9.05,0.4113636363636364
Óscar Mingueza,Celta Vigo,La Liga,DF,DF,23,10.7,2500000.0,2.5,2023-06-13,DF,6.7299999999999995,2.6919999999999997
Tyrick Mitchell,Crystal Palace,Premier League,DF,DF,23,16.2,22000000.0,22.0,2023-06-20,DF,7.960000000000001,0.36181818181818187
Stefan Mitrovi?,Getafe,La Liga,DF,DF,32,11.6,,,,DF,9.4,
Nahuel Molina,Atlético Madrid,La Liga,DF,DF,24,15.3,35000000.0,35.0,2023-06-13,DF,6.67,0.19057142857142856
Álex Moreno,Betis,La Liga,DF,DF,29,15.0,15000000.0,15.0,2023-06-20,DF,7.39,0.49266666666666664
Nordi Mukiele,Paris S-G,Ligue 1,DF,DF,25,11.2,18000000.0,18.0,2023-06-27,DF,8.129999999999999,0.4516666666666666
Vitaliy Mykolenko,Everton,Premier League,DFMF,DF,23,19.8,25000000.0,25.0,2023-06-20,DF,8.49,0.3396
Joakim Mæhle,Atalanta,Serie A,DFMF,DF,25,11.7,,,,DF,4.53,
Obite N'Dicka,Eint Frankfurt,Bundesliga,DF,DF,23,18.9,,,,DF,11.89,
Stanley N'Soki,Hoffenheim,Bundesliga,DF,DF,23,12.1,,,,DF,8.59,
Jesús Navas,Sevilla,La Liga,DFFW,DF,37,11.9,3000000.0,3.0,2023-06-13,DF,4.2,1.4000000000000001
Tanguy Nianzou,Sevilla,La Liga,DF,DF,20,10.1,7500000.0,7.5,2023-06-13,DF,7.02,0.9359999999999999
Rasmus Nicolaisen,Toulouse,Ligue 1,DF,DF,25,20.3,6000000.0,6.0,2023-06-27,DF,13.11,2.185
Dimitris Nikolaou,Spezia,Serie A,DF,DF,24,18.8,,,,DF,6.86,
Rasmus Nissen,Leeds United,Premier League,DF,DF,25,12.6,,,,DF,10.729999999999999,
Unai Núñez,Celta Vigo,La Liga,DF,DF,26,19.0,6000000.0,6.0,2023-06-13,DF,10.0,1.6666666666666667
Gerzino Nyamsi,Strasbourg,Ligue 1,DF,DF,26,10.8,5000000.0,5.0,2023-06-27,DF,9.07,1.814
Florent Ogier,Clermont Foot,Ligue 1,DF,DF,33,10.5,450000.0,0.45,2023-06-27,DF,8.29,18.42222222222222
Brian Oliván,Espanyol,La Liga,DF,DF,28,18.3,6000000.0,6.0,2023-06-13,DF,6.94,1.1566666666666667
Willi Orban,RB Leipzig,Bundesliga,DF,DF,30,19.0,,,,DF,12.47,
Ivan Ordets,Bochum,Bundesliga,DF,DF,30,15.5,3000000.0,3.0,2023-06-22,DF,12.91,4.303333333333334
Paulo Otávio,Wolfsburg,Bundesliga,DF,DF,28,15.8,4000000.0,4.0,2023-06-22,DF,11.58,2.895
Helibelton Palacios,Elche,La Liga,DF,DF,29,12.9,1200000.0,1.2,2023-06-13,DF,7.29,6.075
Nicolas Pallois,Nantes,Ligue 1,DF,DF,35,15.2,900000.0,0.9,2023-06-27,DF,12.76,14.177777777777777
Erik Palmer-Brown,Troyes,Ligue 1,DF,DF,25,20.9,2500000.0,2.5,2023-06-27,DF,10.229999999999999,4.092
Fabiano Parisi,Empoli,Serie A,DF,DF,22,18.8,10000000.0,10.0,2023-06-15,DF,8.25,0.825
Nathan Patterson,Everton,Premier League,DFMF,DF,21,11.0,16000000.0,16.0,2023-06-20,DF,10.01,0.625625
Benjamin Pavard,Bayern Munich,Bundesliga,DF,DF,26,15.3,40000000.0,40.0,2023-06-22,DF,9.99,0.24975
Mads Pedersen,Augsburg,Bundesliga,DFMF,DF,26,11.5,,,,DF,8.08,
Mads Pedersen,Augsburg,Bundesliga,DFMF,DF,26,11.5,3500000.0,3.5,2023-06-22,DF,8.08,2.3085714285714287
Danilo Pereira,Paris S-G,Ligue 1,DFMF,DF,31,13.2,10000000.0,10.0,2023-06-27,DF,7.35,0.735
Roberto Pereyra,Udinese,Serie A,DFMF,DF,32,17.2,6000000.0,6.0,2023-06-15,DF,3.62,0.6033333333333334
Nehuén Pérez,Udinese,Serie A,DF,DF,22,17.5,10000000.0,10.0,2023-06-15,DF,9.600000000000001,0.9600000000000002
Ivan Perii?,Tottenham,Premier League,DFMF,DF,34,15.8,,,,DF,6.77,
Romain Perraud,Southampton,Premier League,DF,DF,25,13.1,12000000.0,12.0,2023-06-20,DF,6.71,0.5591666666666667
Lucas Perrin,Strasbourg,Ligue 1,DF,DF,24,10.1,3000000.0,3.0,2023-06-27,DF,9.5,3.1666666666666665
Germán Pezzella,Betis,La Liga,DF,DF,31,15.9,5000000.0,5.0,2023-06-13,DF,11.25,2.25
Amos Pieper,Werder Bremen,Bundesliga,DF,DF,25,16.3,6000000.0,6.0,2023-06-22,DF,11.17,1.8616666666666666
Ethan Pinnock,Brentford,Premier League,DF,DF,29,14.0,14000000.0,14.0,2023-06-20,DF,16.14,1.1528571428571428
Marvin Plattenhardt,Hertha BSC,Bundesliga,DF,DF,31,13.6,1000000.0,1.0,2023-06-22,DF,6.609999999999999,6.609999999999999
Jackson Porozo,Troyes,Ligue 1,DF,DF,22,13.7,3000000.0,3.0,2023-06-27,DF,11.16,3.72
Stefan Posch,Bologna,Serie A,DF,DF,25,13.6,14000000.0,14.0,2023-06-15,DF,10.29,0.735
Alejandro Pozo Pozo,Almería,La Liga,DF,DF,23,11.4,,,,DF,6.840000000000001,
Antonio Raillo,Mallorca,La Liga,DF,DF,31,20.0,,,,DF,10.450000000000001,
Sergio Ramos,Paris S-G,Ligue 1,DF,DF,36,17.0,4500000.0,4.5,2023-06-27,DF,7.420000000000001,1.648888888888889
David Raum,RB Leipzig,Bundesliga,DFFW,DF,24,13.1,14000000.0,14.0,2023-06-22,DF,7.0200000000000005,0.5014285714285714
Tim Ream,Fulham,Premier League,DF,DF,35,23.0,1000000.0,1.0,2023-06-20,DF,8.56,8.56
Arkadiusz Reca,Spezia,Serie A,DF,DF,27,14.9,3000000.0,3.0,2023-06-15,DF,6.909999999999999,2.3033333333333332
Diego Rico,Real Sociedad,La Liga,DF,DF,29,11.6,3000000.0,3.0,2023-06-13,DF,8.61,2.8699999999999997
Andrew Robertson,Liverpool,Premier League,DF,DF,28,14.7,40000000.0,40.0,2023-06-20,DF,5.3100000000000005,0.13275
Antonee Robinson,Fulham,Premier League,DF,DF,25,19.3,15000000.0,15.0,2023-06-20,DF,8.24,0.5493333333333333
Enzo Roco,Elche,La Liga,DF,DF,30,12.8,1500000.0,1.5,2023-06-13,DF,7.970000000000001,5.3133333333333335
Joe Rodon,Rennes,Ligue 1,DF,DF,25,13.0,7000000.0,7.0,2023-06-27,DF,8.61,1.23
Ricardo Rodríguez,Torino,Serie A,DF,DF,30,15.3,3500000.0,3.5,2023-06-15,DF,8.18,2.337142857142857
Ricardo Rodríguez,Torino,Serie A,DF,DF,30,15.3,,,,DF,8.18,
Mads Roerslev,Brentford,Premier League,DF,DF,23,10.4,6000000.0,6.0,2023-06-20,DF,6.92,1.1533333333333333
Rogério,Sassuolo,Serie A,DF,DF,25,18.3,5500000.0,5.5,2023-06-15,DF,5.959999999999999,1.0836363636363635
Rogério,Sassuolo,Serie A,DF,DF,25,18.3,100000.0,0.1,2022-11-01,DF,5.959999999999999,59.59999999999999
Alessio Romagnoli,Lazio,Serie A,DF,DF,28,19.7,18000000.0,18.0,2023-06-15,DF,9.6,0.5333333333333333
Cristian Romero,Tottenham,Premier League,DF,DF,24,13.3,60000000.0,60.0,2023-06-20,DF,10.53,0.1755
Anthony Rouault,Toulouse,Ligue 1,DF,DF,21,21.9,10000000.0,10.0,2023-06-27,DF,11.32,1.1320000000000001
Amir Rrahmani,Napoli,Serie A,DF,DF,28,13.4,25000000.0,25.0,2023-06-15,DF,10.08,0.4032
Antonio Rüdiger,Real Madrid,La Liga,DF,DF,29,13.6,32000000.0,32.0,2023-06-13,DF,6.54,0.204375
Mário Rui,Napoli,Serie A,DF,DF,31,15.1,8000000.0,8.0,2023-06-15,DF,5.62,0.7025
Julian Ryerson,Union Berlin,Bundesliga,DF,DF,25,11.5,13000000.0,13.0,2023-06-22,DF,6.85,0.5269230769230769
Youssouf Sabaly,Betis,La Liga,DF,DF,29,11.1,5000000.0,5.0,2023-06-13,DF,8.01,1.6019999999999999
Falaye Sacko,Montpellier,Ligue 1,DF,DF,27,14.0,4000000.0,4.0,2023-06-27,DF,8.01,2.0025
William Saliba,Arsenal,Premier League,DF,DF,21,20.8,65000000.0,65.0,2023-06-20,DF,7.75,0.11923076923076924
Mohammed Salisu,Southampton,Premier League,DF,DF,23,21.0,18000000.0,18.0,2023-06-20,DF,14.419999999999998,0.801111111111111
Yoann Salmier,Troyes,Ligue 1,DF,DF,30,18.9,2000000.0,2.0,2023-06-27,DF,9.75,4.875
Javi Sánchez,Valladolid,La Liga,DF,DF,25,15.9,3000000.0,3.0,2023-06-13,DF,10.940000000000001,3.646666666666667
Alex Sandro,Juventus,Serie A,DF,DF,32,12.7,3000000.0,3.0,2023-06-15,DF,7.87,2.6233333333333335
Stefan Savi?,Atlético Madrid,La Liga,DF,DF,32,12.8,,,,DF,10.07,
Joe Scally,M'Gladbach,Bundesliga,DF,DF,20,16.8,12000000.0,12.0,2023-06-22,DF,5.3500000000000005,0.44583333333333336
Giorgio Scalvini,Atalanta,Serie A,DF,DF,19,13.7,40000000.0,40.0,2023-06-15,DF,9.56,0.23900000000000002
Fabian Schär,Newcastle Utd,Premier League,DF,DF,31,20.8,10000000.0,10.0,2023-06-20,DF,11.200000000000001,1.12
Nico Schlotterbeck,Dortmund,Bundesliga,DF,DF,23,19.3,40000000.0,40.0,2023-06-22,DF,10.36,0.259
Benno Schmitz,Köln,Bundesliga,DF,DF,28,15.5,3000000.0,3.0,2023-06-22,DF,8.059999999999999,2.686666666666666
Perr Schuurs,Torino,Serie A,DF,DF,23,13.3,25000000.0,25.0,2023-06-15,DF,10.379999999999999,0.41519999999999996
Alidu Seidu,Clermont Foot,Ligue 1,DF,DF,22,19.5,7000000.0,7.0,2023-06-27,DF,7.45,1.0642857142857143
Nélson Semedo,Wolves,Premier League,DF,DF,29,14.1,15000000.0,15.0,2023-06-20,DF,9.78,0.6519999999999999
Marcos Senesi,Bournemouth,Premier League,DF,DF,25,15.9,22000000.0,22.0,2023-06-20,DF,10.75,0.48863636363636365
Leonardo Sernicola,Cremonese,Serie A,DF,DF,25,15.1,2000000.0,2.0,2023-06-15,DF,7.48,3.74
